ArcLen,ML,LES,RANS
0.0213399999999997,0.0117416867395704,0.0117416867395704,1.51357558372198
0.0711599999999996,-0.0507670286202412,-0.0507670286202412,2.65708504104492
0.18556,-0.0414464803798589,-0.217600024626182,1.9310198563392
0.24277,0.0231146579654156,-0.183615123554174,1.31556123066796
0.2998,0.0811853689694712,-0.147004455799851,1.23959231934454
0.35662,0.108275997937557,-0.129168173737716,1.25286218389398
0.41324,0.122692873028943,-0.109895877423178,1.24409422763116
0.46965,0.133092786837306,-0.0984069938357587,1.23092128489525
0.52589,0.121743010396866,-0.0859569195724279,1.20273852657006
0.58197,0.12884820267348,-0.0755161109101683,1.17517701516105
0.63792,0.13197623573413,-0.0689436137383314,1.15082035285568
0.69377,0.135259459917041,-0.0613639826693242,1.13000803935555
0.74953,0.137291874129426,-0.0564943860000154,1.11233871671531
0.80524,0.142699691403154,-0.050002770445503,1.09698840576025
0.8609,0.146880001231309,-0.0459790831364521,1.08323938393616
0.91652,0.149176777510139,-0.0426997221858815,1.07064915931304
0.97211,0.151063281592698,-0.0396770891852582,1.05902372875502
