ArcLen,ML,LES,RANS
0.0213399999999997,0.0117416867395704,0.0117416867395704,1.51357558372198
0.0711599999999996,-0.0507670286202412,-0.0507670286202412,2.65708504104492
0.18556,0.0450151220150374,-0.217600024626182,1.9310198563392
0.24277,0.046655071839191,-0.183615123554174,1.31556123066796
0.2998,0.0486467143285902,-0.147004455799851,1.23959231934454
0.35662,0.0487279037731929,-0.129168173737716,1.25286218389398
0.41324,0.0448734445102853,-0.109895877423178,1.24409422763116
0.46965,0.0425756677928014,-0.0984069938357587,1.23092128489525
0.52589,0.0262678251233233,-0.0859569195724279,1.20273852657006
0.58197,0.0408654563924182,-0.0755161109101683,1.17517701516105
0.63792,0.0395509569580508,-0.0689436137383314,1.15082035285568
0.69377,0.0380352154406163,-0.0613639826693242,1.13000803935555
0.74953,0.0316916648068769,-0.0564943860000154,1.11233871671531
0.80524,0.0303934802182495,-0.050002770445503,1.09698840576025
0.8609,0.0295887427564394,-0.0459790831364521,1.08323938393616
0.91652,0.028932916740417,-0.0426997221858815,1.07064915931304
0.97211,0.0283283439662006,-0.0396770891852582,1.05902372875502
