cellID X_coor Y_coor Z_coor UMean_X UMean_Y UMean_Z CpMean It Uin gradp Angle
98130 -0.0042942 0.418919 -0.0516852 13.6647 0.375445 6.1097 -0.537133 0.0407869 1.03456 5.69474 22.5
98132 0.00154055 0.402121 -0.0276064 2.6805 -0.613332 2.42243 -0.681159 0.0169309 1.02613 2.16436 22.5
98133 0.0190067 0.402159 -0.0455079 9.7417 -0.524685 2.15285 -0.651416 0.0152286 1.02615 3.31769 22.5
98134 0.0190098 0.418434 -0.0277114 12.023 -1.00075 5.38178 -0.584942 0.0370974 1.03432 2.66796 22.5
98135 0.0015406 0.402159 -0.0455079 8.38883 -0.529957 2.43987 -0.696823 0.0151532 1.02615 2.57265 22.5
98136 0.0190106 0.41871 -0.0456074 13.2894 -0.231298 6.75517 -0.530556 0.040948 1.03446 3.85461 22.5
98137 0.00153401 0.418696 -0.0456098 13.5357 -0.161727 6.04874 -0.56549 0.0369414 1.03445 4.42488 22.5
98138 0.00153313 0.418418 -0.0277126 10.3889 -0.546411 3.64594 -0.653184 0.0443143 1.03431 3.52672 22.5
99261 -0.064523 0.409757 -0.0645242 13.5167 4.62719 1.44063 -0.216988 0.0531457 1.03 32.3328 22.5
99267 -0.0642376 0.403915 -0.0642379 13.9562 7.74709 1.75412 -1.22529 0.0541227 1.02704 42.0899 22.5
99268 -0.0334821 0.408876 -0.0646984 12.9141 1.72745 4.75187 -0.46696 0.0406376 1.02955 17.3308 22.5
99269 -0.0275904 0.403248 -0.0645418 11.9334 4.59395 4.75711 -0.878978 0.0360787 1.0267 2.35811 22.5
99273 -0.0334381 0.403252 -0.0645392 11.9719 4.40622 4.60005 -0.857207 0.0380387 1.0267 2.9482 22.5
99274 -0.0276183 0.408863 -0.0647019 12.7976 1.88949 5.031 -0.475158 0.0396749 1.02955 17.779 22.5
99275 -0.0646979 0.408876 -0.0334825 10.4357 7.79764 2.35146 -0.364634 0.0554346 1.02955 49.587 22.5
99276 -0.0645417 0.403249 -0.0275904 9.58006 11.6671 2.71983 -1.55245 0.0524119 1.0267 0.139085 22.5
99280 -0.064539 0.403252 -0.0334382 9.79916 11.5799 2.36675 -1.55977 0.0526502 1.0267 0.647328 22.5
99281 -0.0647015 0.408863 -0.0276186 10.1545 7.98787 2.70065 -0.36113 0.0553015 1.02955 48.729 22.5
99298 -0.0647028 0.408849 0.0131855 9.24788 8.23982 4.90915 -0.340327 0.053453 1.02954 39.0885 22.5
99304 -0.0647026 0.408851 0.0190089 9.21642 8.22771 5.2619 -0.349749 0.0533392 1.02954 38.0962 22.5
99305 -0.0647031 0.408853 -0.01594 9.82592 8.07607 3.3363 -0.357962 0.0548681 1.02954 46.6774 22.5
