ArcLen,ML,LES
0.18556,37.51795,37.4563
0.24277,18.19183563,18.3276
0.2998,12.425646085,12.4162
0.35662,11.43027107,11.3759
0.41324,10.976939315,10.9139
0.46965,10.876692645,10.8282
0.52589,10.685944865,10.6394
0.58197,10.53108116,10.4828
0.63792,10.468779655,10.4197
0.69377,10.39175374,10.3387
0.74953,10.352333635,10.2982
0.80524,10.374150585,10.3227
0.8609,10.38621134,10.3361
0.91652,10.392505955,10.3454
0.97211,10.275955625,10.2218
