ArcLen,ML,LES
0.24277,35.8835819,36.828
0.2998,17.61609605,17.8319
0.35662,13.2311938,13.2503
0.41324,11.3537199,11.6409
0.46965,11.3812555,11.3524
0.52589,11.283340075,11.2396
0.58197,11.592212995,11.41
0.63792,11.98387415,11.5152
0.69377,12.05624585,11.625
0.74953,12.1139186,11.711
0.80524,12.16556985,11.7826
0.8609,12.1802914,11.8011
0.91652,12.1649371,11.7784
0.97211,12.1302872,11.7297
