ArcLen,ML,LES,RANS
0.0213399999999997,0.011736628743298,0.011736628743298,-0.118229321714863
0.0711599999999996,-0.0507451595781506,-0.0507451595781506,-0.148585498911922
0.18556,-0.12873142224171,-0.217506288509912,0.120883939141492
0.24277,-0.142124360956623,-0.183536027200209,0.18678552829656
0.2998,-0.137782167555135,-0.146941130316387,0.208298621768171
0.35662,-0.120840517234748,-0.129112531634859,0.216545551188886
0.41324,-0.104624915576274,-0.109848537296441,0.221981709216699
0.46965,-0.0940239909537766,-0.0983646028046369,0.226881712985933
0.52589,-0.0840971576704436,-0.0859198916914746,0.231959409199546
0.58197,-0.0768388550681159,-0.075483580642928,0.236403258771738
0.63792,-0.0710773282871407,-0.0689139147224209,0.240184800142154
0.69377,-0.0605035337194902,-0.061337548750375,0.243534033487718
0.74953,-0.0549028844837268,-0.0564700497696136,0.246579420445708
0.80524,-0.0493702917714752,-0.049981230624851,0.24937480721139
0.8609,-0.0453319142454942,-0.0459592766098201,0.251948655345119
0.91652,-0.0414076594435342,-0.0426813283179101,0.254334811026778
0.97211,-0.0375996935361041,-0.0396599973845953,0.256500966539205
